Tweet,Emojiset
RT user03030925: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
RT yugxcvii: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
RT daddum61: Oh dear 💉💉 https://t.co/IyhG89zWLs,💉💉
RT tmhvrdy: That one time my family got covid so i hotboxed my room🤣🤣🤣🤣 cuz they couldnt smell https://t.co/7VnEKQQq2A,🤣🤣🤣🤣
"RT Cristian87CC: Informe Diario #COVID_19 - 27 de febrero 🔸 23.821 casos nuevos 🔸 112.826 casos activos 🔸 130 fallecidos registrados (42.200 en total) 🔸 21,42% positividad nacional 🔸 99.813 exámenes 24 hrs (32.934.386 en total) 🔸 212 camas críticas disponibles ▶ https://t.co/cVRjLOCSh4 https://t.co/99dz6ucjBZ","🔸,🔸,🔸,🔸,🔸,🔸,▶"
RT jcantuk: 🇺🇸 | ESTADOS UNIDOS Estados Unidos ha registrado la muerte de 950.000 muertes por COVID-19 a lo largo de la pandemia,🇺🇸
"@chengkiwizi Cty t 25/43 hic fo quá bán, t cũng bị hành tơi tả giờ mới đỡ, sợ cái hậu covid quá 😭",😭
"RT ShivaObservador: @CesarFilho Segundo a ""imprensa"", o COVID só pega trabalhadores, estudantes, pessoas na missa, etc. Ciência 🤡",🤡
RT Tywar5: And just like that... Covid is gone 🤣,🤣
RT johnny_asenjo: Inventores obtienen patente por mueble musical para reducir estrés de niños por covid-19. 👉 https://t.co/O2E7I2Ejke 📌 La música es un instrumento terapéutico y de aprendizaje para niños de entre 4 a 6 años. https://t.co/Xg9kosB1zT,"👉,📌"
"RT poulemaccartney: Non non tjrs rien à signaler 😡⬇️ Augmentation monstrueuse des cas de péricardite et de myocardite ! 😕 N'oubliez pas que la deuxième barre rouge ne reflète que le mois de janvier et une partie de février, où sera-t-elle en décembre... ? https://t.co/WAKpKPWgv4 https://t.co/vXQ8sPitHj","😡⬇️,😕"
RT OPSOMS_Col: ¿Sabías 🤔 que las vacunas contra la COVID-19 🦠 reducen el riesgo de enfermedad grave y mortalidad por ómicron y otras variantes 👍🏽? ✔ Hazlo todo para detener la COVID-19. Vacúnate 🩹 cuando sea tu turno. ➕ INFO 👉🏽 https://t.co/vvRhHK80jJ https://t.co/Z0KJIIDLnA,"🤔,🦠,👍🏽,✔,🩹,➕,👉🏽"
RT damnitsvan: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
"RT OursMalotru: 🗣️: ""La photo de cette femme qui est apparue dans les médias du monde entier au sujet de l'Ukraine a été prise lors d'une explosion de gaz en 2018."" Intéressant de constater que l'affaire ukrainienne est traitée avec les mêmes ressorts de manipulation que l'affaire Covid... https://t.co/cSS7P5z8fu",🗣️
"RT hollybunty: NI #COVID19 data has been updated: 📊 1,552 positive cases and, sadly, 3 deaths have been reported in the past 24 hours. 💉 3,721,026 vaccines administered in total. Vaccines ➡️ https://t.co/Yfa0hHVmRL The DoH dashboard will be updated on Monday 28 February. https://t.co/xg1JyDo9Zu","📊,💉,➡️"
@nypost Wait until people find out where covid came from. 😐,😐
@Palazzo_Chigi @Viminale ma domanda.. In Italia è vietato manifestare solo per gli studenti ed a chi vuole la libertà e la democrazia in Italia??? tutte le altre manifestazioni sono autorizzate e non esiste più il #farsavirus #Covid?? 🤔🤔,🤔🤔
RT GUREGORI74: Nie żyje Władimir Żyrinowski Zmarł na covid 😂 Tata jasne https://t.co/XoXfn0Mkww,😂
Wordle 253 2/6 Celebrating my youngest today. His birthday was postponed because he had Covid. Now he's recovered and we can all be together. 🎈🎉🥰 ⬜⬜🟩⬜🟩 🟩🟩🟩🟩🟩,"🎈🎉🥰,⬜⬜🟩⬜🟩,🟩🟩🟩🟩🟩"
"RT Belledelafee: Non non tjrs rien à signaler 😡⬇️ Augmentation monstrueuse des cas de péricardite et de myocardite ! 😕 N'oubliez pas que la deuxième barre rouge ne reflète que le mois de janvier et une partie de février, où sera-t-elle en décembre... ? https://t.co/WAKpKPWgv4 https://t.co/vXQ8sPitHj","😡⬇️,😕"
"RT merv59: #EsNoticia 🗞️ 888 nuevos casos de COVID-19, fueron detectados en las últimas 24 horas por las autoridades sanitarias venezolanas, elevando a 514.315 el total acumulado de contagios confirmados hasta la Fecha. La tasa de recuperados es de 97% #PuebloEnCarnavalesFelices #27Feb https://t.co/85fHwcmq0l",🗞️
"RT F4h7eza: 💢PROYEKSI COVID-19 Berdasarkan skenario IMHE 💢 ✅ Menteri PPN Suharso Monoarfa menghadiri Diskusi membahas Outlook Pandemi Covid-19, di KOMPAS TV Program : Afternoon Coffee - 25 Feb 2022 ✅ Kasus Covid-19 mengalami peningkatan sejak ditemukan @Suharso_M @Jiwamudaindo https://t.co/cNtLaFUiNr","💢,💢,✅,✅"
RT hairon12341: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
หวังให้ตัวเองไม่เป็น long covid หนักมาก ขอให้ตัวเองยังทานผักได้อร่อยยยย 🥺 https://t.co/Az9GMqDJPs,🥺
RT SalvadorGrey07: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
"RT DemocraciaSempr: LEMBREM-SE 🇧🇷 648.989 MORTES COVID e só temos essa informação graças aos veículos de imprensa. Lembrem-se, o chefe do executivo proibiu a divulgação; negou PANDEMIA; atrasou compra de vacinas; negou isolamento; satirizou os mortos; DIVULGOU FAKES....estamos em GUERRA😡🇧🇷🚩","🇧🇷,😡🇧🇷🚩"
RT cleantoniooo: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
RT wheethereal: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
"yes, tp online (krn covid) sampai jam 1 malem 👹👹 https://t.co/ymgovLADAX",👹👹
Ojalá haya recibido un proyectil infestado con COVID así tendríamos doble opción de librarnos de el 🥴 https://t.co/YCffb8MaE8,🥴
"@ladiynred 🤔no lo creo. Pero si es real el hecho que me dio covid y Ómicron como te indique. La impresión que tengas por leer mis mensajes, debería ser igual o mejor a que me conocieras en persona. Aquí me tengo q regir por las reglas, aunque las rompo de vez en cuanto 🤣 Saludos! 🤗 https://t.co/JZRGU9CePK","🤔,🤣,🤗"
@FrankfurtZack @Polizei_Ffm 🧬 https://t.co/q74Xrxlubf 🧬 https://t.co/ZUbzWmHOkf Virologischer COVID-19-Betrug in 19 Minuten erklärt! https://t.co/iPJQJADtFb,"🧬,🧬"
"RT ManuelRibas10: 😷#COVID_19 #PREVENCIÓN😷| Cuidarnos es tarea de todos, no bajemos la guardia #27FRebeliónVictoriosa #14Brigada #Venezuela https://t.co/vsWdYGUPAt","😷,😷"
"RT hazellllllnut: Halo, aku Almira😆saat ini aku membutuhkan responden dengan kriteria berusia 18-40 tahun dan tinggal di Kota Semarang pada saat pandemi COVID-19. Akan ada undian gopay/shopeepay sebesar Rp.50,000 💸 🔗Berikut link kuisionernya https://t.co/6HtWdykoiu https://t.co/x3qToNi73c","😆,💸,🔗"
"My coworkers always knocking on window asking for stuff. They know i be having everything. Mask, n95s, Covid cards, water and snacks 😭😭",😭😭
RT minjucc: [💡] 안녕하세요. 얼반웍스입니다. 김민주 COVID-19 완치 및 격리 해제 안내드립니다. https://t.co/HGALydvXie,💡
"RT CureT1Diabetes: What do we know about Omicron 🦠 ? We know that this variant spreads much faster than other variants so far, and everyone is at risk of being infected. ✔ Do it all to stop COVID-19. Get vaccinated 🩹 when it's your turn. ➕ INFO 👉🏽 https://t.co/ZlIb563V5C https://t.co/td3LQhPHIR","🦠,✔,🩹,➕,👉🏽"
RT arckalex: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
"RT Realrainxx: Hello my loves🌹 It has been a couple days, today is the first day I am feeling 100 percent after Covid, catching up will take a bit but bear with me…in the mean time😈 https://t.co/wWk96pajpn","🌹,😈"
RT igbo_star: It's official that war is the cure to the covid 19 hoax. 😂,😂
RT kawaiibbcakez: That one time my family got covid so i hotboxed my room🤣🤣🤣🤣 cuz they couldnt smell https://t.co/7VnEKQQq2A,🤣🤣🤣🤣
"@AndrewDickson13 I've avoided chicken pox thus far, I'm not about to catch covid 😷🏠",😷🏠
"RT ManzanillaMiel5: 2022, año del #COVIDpersistente: ""Esperar porque hay esperanza"" 😷 @joancmarch nos ofrece este espléndido resumen de la interesante charla con @Pilar_RguezLedo, de la @SEMG_ESe impulsora de la Guía de las Sociedades Científicas sobre Covid Persistente. https://t.co/Vep4I1u1JM https://t.co/X7jn2TCL9d",😷
RT DorothyBobbins: 👀👀 https://t.co/sj1DlcO8Oq,👀👀
"RT MiltonCiriaco: Reencontrei minha ex crush da igreja (não lhe via desde 2020, quando começou covid) Já tem filho😥",😥
"I’ve had to love a lot of my family members from a distance, and not because of Covid, but because they’re trapped in a cult and unwilling to listen to reason. THAT has been the single most difficult thing I have faced in my lifetime. It’s been absolutely heartbreaking 😢💔 https://t.co/PEzL9wGncp",😢💔
My Twitter timeline: Cute cat Wordle thing Cute boys from spn NUCLEAR WAR Ad Covid deaths Cute dog 😳,😳
"poglednete kako liderot na ''slobodniot'' svet prodava magla , deka lugjeto imaat pari ama pusti Covid gi naprail psiholoski nestabilni i zatoa ne se srekjni 🤡🤡🤡🤡🤡🤡🤡🤡 #LETSGOBRANDON https://t.co/yC1CFjvy5e",🤡🤡🤡🤡🤡🤡🤡🤡
RT yourfjs_: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
"Hoy, somos un referente a nivel mundial en el control y lucha contra el COVID-19. Ya no miramos lo que otros hacen, hoy otros miran cómo lo hacemos nosotros. Y eso, señores y señoras, es liderazgo con sello dominicano. #LogrosDelCambio 🇩🇴",🇩🇴
"RT beatricela3: Magnifique, Poutine a fait disparaître la Covid ET les chemtrails aussi ... ✈️ Jamais vu un ciel aussi bleu et sans chemtrails (de l'Otan) depuis très longtemps ... Faut croire que leurs avions 🛫""ont mieux à faire"" actuellement ... ;-) https://t.co/7Z5LKVrnhO","✈️,🛫"
RT JC26719401: Oh dear 💉💉 https://t.co/IyhG89zWLs,💉💉
"RT DavilaArizpe: 8.-➡️ Y no Antares Vázquez, no cumplieron su promesa de que esos 33,000 mdp serían para comprar vacunas para el Covid-19. En el presupuesto de egresos del 2021 no se etiquetaron los 33,000 mdp . O sea, se los robaron, malditas 🐭 asquerosas. 👇 https://t.co/UdDPbVJ2hH","➡️,🐭,👇"
"Discurso de @luisabinader Al que 1ro debía felicitar es al pueblo 🇩🇴. Un poco de humildad hace bien. ¿Todas y todos? Mejor diga TODES, total ya hizo el ""detalle"". La tasa de legalidad del ""COVID"" no se ufane, que el tiempo dirá de las repercusiones del juguito experimental.",🇩🇴
Ni betul ke live? Cane production tau part mana nk censored? Nape sebut covid kena censored?cane production tau ajai and ajoi nk sebut ape? Something fishy 🐟 #bigstage2022,🐟
RT CameronSaul2: @fordnation Why is our government saying NO? ❌ NO to affordable childcare? ❌ NO to supporting nurses? ❌ NO to appropriate wages for LTC staff? ❌ NO to accessing PCR and rapid tests? ❌ NO to using data to guide our covid response?,"❌,❌,❌,❌,❌"
"RT CorsairDuroy: Australie 🇦🇺, les chiffres tombent, équivalents aux autres pays qui les ont indiqués. 91% des pers catalogués ""Morts Covid"" avaient 1 ou pls autres pathologies graves. Le type conclue : ""Si vous êtes en bonne santé, vous n'avez aucun risque de mourir du Covid""... https://t.co/4WRQFsTJnL",🇦🇺
RT anace710: 🔆INCREASING ACCESS TO TRANSPLANTATION WORLDWIDE @ttsorg ♨️International Survey on Covid-19 By Shaifali Sandal 🔥Prof Shaifali discusses impact of COVID19 on transplant programs #ISNWCN @ISNWCN @ISNkidneycare @ISNeducation https://t.co/2WvrNuORRZ,"🔆,♨️,🔥"
RT fcarlosdecastro: ✴️¿Puedo hacer ejercicio como antes si he sido paciente de Covid-19? https://t.co/UeLLIJQYtQ,✴️
RT anace710: ♨️International Survey on Covid-19 @ttsorg 🔥Prof Shaifali discusses study materials #ISNWCN @ISNWCN @ISNkidneycare https://t.co/tA3wCXcDZ2,"♨️,🔥"
RT cris_palacios33: ช่วยด้วยค่ะหนูโดนลิฟท์หนีบ --- อยู่บ้าน ป้องกัน Covid-19 😷 https://t.co/OoXKpOad9k,😷
"Aku rasa casual contact ni xleh wat main2 😂 last week ahad aku kena casual contact, 2 hari pastu kena covid. Aku xtau dpt dr mana tp ari Sabtu aku mmg jln sakan 😌 https://t.co/rXTCh4gk7Y","😂,😌"
So a bunch of us got covid at the turn of the new year and now my job has officially lifted their mask mandate… wonderful 💀,💀
"RT leoserani: Informe Diario #COVID_19 - 27 de febrero 🔸 23.821 casos nuevos 🔸 112.826 casos activos 🔸 130 fallecidos registrados (42.200 en total) 🔸 21,42% positividad nacional 🔸 99.813 exámenes 24 hrs (32.934.386 en total) 🔸 212 camas críticas disponibles ▶ https://t.co/cVRjLOCSh4 https://t.co/99dz6ucjBZ","🔸,🔸,🔸,🔸,🔸,🔸,▶"
"🚨 En Allemagne bis, les professeurs allemands ont tous reçu une prime forfaitaire de 1.300€ à cause du covid, la même pour TOUS les échelons. #choyés Ici zob pour les enseignants alors que les niveaux au-dessus ont tous reçu quelque chose, même jusque dans les rectorats ! 🤬🤮","🚨,🤬🤮"
RT NoireOmbre: 🚨🚨🚨🚨🚨 Le Pire Dictateur C'est Lui Le Pire Président De La République C est Lui. Le Pire Des Pyromanes C'est Lui. Ce Mec Est Un Fou Après Les Mensonges Du COVID Il Veut Maintenant Nous Amené Dans Une Guerre. Gros Con !!!! Dehors Vite Vite Vite . https://t.co/wyuocdvgXj,🚨🚨🚨🚨🚨
RT anace710: ♨️International Survey on Covid-19 @ttsorg 🔥Lower income was negatively associated with all transplant parameters 🔥Most respondents agreed with projected risks #ISNWCN @ISNWCN @ISNkidneycare https://t.co/y1Z8joZBnD,"♨️,🔥,🔥"
Is Covid officially over now?!? Asking for a friend… 🤔 #ChadImmunity,🤔
"@chaperonrougeee @TPMP @f_philippot Je m’en tape du Covid Va faire ton convoi des teubés chez Poutine alors , tu apprécieras les libertés locales 😛",😛
RT anace710: ♨️International Survey on Covid-19 @ttsorg 🔥Prof Shaifali discusses conclusion of her study and its relevance #ISNWCN @ISNWCN @ISNkidneycare https://t.co/4ZJCOv7Ql0,"♨️,🔥"
RT SandeepSarsar8: #Rajasthan #CoronaUpdate: 531 #Covid cases reported 191 from #Jaipur 2 #𝐂𝐨𝐫𝐨𝐧𝐚 𝐫𝐞𝐥𝐚𝐭𝐞𝐝 𝐝𝐞𝐚𝐭𝐡 𝐭𝐨𝐝𝐚𝐲 Today's #Recovered✅1102 Active Cases 4969 Active Cases under 5000 after 4th January Recovery rate rises to98.82% Keep wearing Mask😷 #StaySafeStayHealthy,"✅,😷"
@hyukameupet tá com covid 😢😢,😢😢
RT Change_Scotland: Oh dear 💉💉 https://t.co/IyhG89zWLs,💉💉
"RT staystrongHKppl: A protest in Hong Kong🇭🇰against war in Ukraine🇺🇦amid tight covid & demonstration restrictions, that’s why protesters were standing alone, one by one. “I’m Russian I’m against war” “This crime against humanity has no justifications” Photos courtesy Egor Lyfar in Hong Kong. https://t.co/7buOEHU2Gz","🇭🇰,🇺🇦"
"RT Esticazzi1965: Dopo il Covid, ora la guerra in Ucraina: ancora lo stato di emergenza. Si avvera la profezia di Cacciari e Agamben? 👇 https://t.co/PLRO6MKGG6",👇
RT thefaceofgemini: We really made VP Leni Robredo enumerate everything she has done during the COVID-19 pandemic that she had to rap 😭 #10RobredoPresident #IpanaloNa10To #CNNPHPresidentialDebate https://t.co/IIO4blA9xm,😭
Another *really* important 🧵 #COVID #CovidIsNotOver https://t.co/w6AyAxvPMS,🧵
"@John_Rdam Nou laten we niet meer boosters nemen want je geef vanzelf licht na griepprik, covid , booster en een nucleaire aanval 🧐😂",🧐😂
